,movieId,tags_genres
454,6328,"sightsound, Drama"
455,6418,"toplist06, Comedy, Drama, Musical"
456,6426,"toplist06, Crime, Drama"
457,6467,"holes40s, tcm, Drama, Mystery, Thriller"
458,6468,"toplist06, Drama, Thriller"
459,6493,"holes70s, Drama"
460,6499,"toplist06, Drama"
461,6506,"toplist06, Drama"
462,6539,"toplist06, Crime, Drama, Thriller"
463,6549,"toplist06, Drama, Romance"
464,6552,"toplist06, Drama, Thriller"
465,6555,"toplist06, Action, Adventure, Drama, Sci-Fi, Thriller"
466,6591,"toplist06, Drama, Musical"
467,6594,"toplist06, Documentary"
468,6601,"holes00s, Drama, War"
469,6652,"toplist07, Crime, Drama, Thriller"
470,6667,"toplist07, Crime, Drama, Thriller"
471,6669,"hdtv, holes00s, Action, Crime, Horror, Sci-Fi, Thriller"
472,6681,"getdvd, Drama, Musical"
473,6699,"toplist07, Drama"
474,6702,"toplist07, Horror, Sci-Fi, Thriller"
475,6706,"toplist07, Drama, Musical, Romance"
476,6727,"toplist07, Documentary, Drama"
477,6728,"getdvd, Drama, Horror, Thriller"
478,6743,"toplist07, Animation, Comedy"
479,6746,"toplist07, Action, Crime, Thriller"
480,6754,"toplist07, Drama"
481,6766,"toplist07, Documentary"
482,6772,"toplist07, Drama, Romance, War"
483,6773,"toplist08, Documentary, Fantasy"
484,6774,"holes00s, toplist07, Drama"
485,6781,"toplist07, Crime, Drama, Thriller"
486,6789,"toplist07, Drama, Romance, Thriller, War"
487,6793,"toplist07, Adventure, Comedy, Drama"
488,6796,"toplist07, Drama, Thriller"
489,6797,"holes00s, Comedy, Drama"
490,6801,"getdvd, holes00s, Crime, Drama, Western"
491,6803,"holes00s, toplist07, Animation, Drama"
492,6826,"tivo, Drama, Thriller, War"
493,6830,"tcm, Crime, Drama, Film-Noir, Mystery"
494,6836,"toplist07, Adventure, Animation, Children, Comedy, Fantasy, Musical, Romance"
495,6844,"toplist07, Drama"
496,6851,"toplist07, Drama"
497,6856,"toplist07, Drama, Western"
498,6857,"toplist07, Comedy, Drama, War"
499,6859,"toplist07, Comedy, Musical"
500,6883,"toplist08, Comedy, Crime, Drama, Thriller"
501,6899,"toplist08, Documentary"
502,6923,"toplist08, Documentary, Musical, IMAX"
503,6980,"toplist08, Adventure, Animation, Children, Romance, Sci-Fi"
504,7009,"toplist08, Documentary"
505,7027,"holes00s, toplist08, Animation, Documentary, Drama, War"
506,7028,"holes00s, toplist08, Drama, Fantasy, Horror, Romance"
507,7032,"toplist08, Comedy, Crime, Drama"
508,7036,"toplist08, Documentary"
509,7075,"toplist08, Crime, Drama, Romance"
510,7093,"toplist08, Drama"
511,7113,"toplist08, Crime, Drama"
512,7114,"toplist08, Drama"
513,7115,"toplist08, Drama, Romance"
514,7118,"toplist08, Drama, Mystery"
515,7120,"toplist08, Drama"
516,7176,"toplist09, Comedy, Drama, Romance"
517,7184,"toplist09, Comedy"
518,7188,"toplist10, Crime, Drama, Mystery, Thriller"
519,7193,"toplist08, Animation, Musical"
520,7196,"getdvd, toplist09, Documentary, Musical"
521,7253,"toplist09, Action, Drama, Thriller, War"
522,7287,"toplist09, Comedy, Drama, Romance"
523,7317,"toplist09, Drama, Mystery"
524,7339,"toplist09, Comedy, Drama"
525,7357,"toplist09, Adventure, Children, Drama, Fantasy, IMAX"
526,7365,"toplist09, Drama, Romance"
527,7370,"toplist09, Documentary, Musical, IMAX"
528,7374,"tivo, Comedy, Crime, Drama"
529,7377,"toplist09, Adventure, Animation, Children, Comedy, Crime"
530,7386,"toplist09, Drama"
531,7402,"toplist09, Drama"
532,7406,"tivo, Drama"
533,7415,"toplist09, Drama, Romance"
534,7452,"toplist10, Drama"
535,7465,"toplist10, Drama, Mystery, Thriller"
536,7537,"toplist10, Drama, Romance"
537,7559,"toplist10, Drama, Thriller"
538,7561,"toplist09, Drama, Romance"
539,7583,"toplist10, Comedy, Drama"
540,7618,"toplist10, Drama"
541,7619,"toplist10, Crime, Drama, Thriller"
542,7659,"toplist10, Adventure, Drama, Thriller"
543,7661,"toplist10, Drama, Thriller"
544,7666,"getdvd, toplist11, Drama"
545,7671,"toplist10, Drama"
546,7675,"toplist10, Drama"
547,7689,"tivo, Crime, Drama, Film-Noir"
548,7691,"toplist10, Western"
549,7693,"toplist10, Drama"
550,7726,"toplist11, Comedy, Drama"
551,7764,"toplist11, Documentary"
552,7789,"toplist11, Drama, Sci-Fi"
553,7803,"toplist11, Comedy"
554,7821,"toplist11, Drama"
555,7843,"toplist11, Crime, Drama, Film-Noir, Thriller"
556,7847,"toplist11, Comedy, Crime"
557,7858,"toplist11, Drama"
558,7877,"toplist11, Documentary"
559,7887,"toplist11, Sci-Fi, Thriller, IMAX"
560,7888,"toplist11, Drama"
561,7892,"toplist11, Drama"
562,7895,"toplist11, Drama"
563,7902,"toplist11, Drama"
564,7910,"toplist11, Drama, Thriller"
565,7915,"toplist11, Drama, Thriller"
566,7919,"toplist11, Drama"
567,7929,"toplist11, Children, Drama, Mystery"
568,7934,"toplist11, Comedy, Drama"
569,8058,"toplist12, Drama, Romance"
570,8061,"toplist12, Comedy, Drama, Romance"
571,8062,"getdvd, Crime, Drama, Thriller"
572,8068,"toplist12, Comedy, Drama"
573,8084,"toplist12, Drama, Romance"
574,8091,"toplist12, Drama, Fantasy"
575,8099,"dvd, Crime, Thriller"
576,8119,"dvd, Action, Thriller"
577,8128,"toplist12, Comedy, Musical"
578,8131,"dvd, toplist12, Action, Crime, Sci-Fi"
579,8138,"toplist12, Drama"
580,8141,"toplist12, Crime, Drama, Thriller"
581,8145,"dvd, toplist12, Drama, Fantasy, Musical, Mystery, Sci-Fi"
582,8157,"toplist12, Drama, Thriller"
583,8165,"toplist13, Documentary"
584,8168,"toplist12, Drama, Sci-Fi, IMAX"
585,8179,"toplist12, Comedy, Drama"
586,8180,"toplist12, Drama"
587,8191,"toplist12, Drama, War"
588,8217,"toplist12, Action, Drama, Thriller"
589,8226,"toplist12, Action, Drama, Western"
590,8229,"toplist12, Drama, Musical, Romance, IMAX"
591,8290,"getdvd, Comedy, Crime, Drama"
592,8294,"toplist12, Crime, Drama"
593,8303,"toplist13, Drama"
594,8311,"toplist13, Adventure, Crime, Drama"
595,8319,"getdvd, Drama, Mystery"
596,8338,"toplist13, Documentary"
597,8352,"toplist13, Action, Comedy, Crime"
598,8355,"dvd, Crime, Drama, Mystery, Thriller"
599,8360,"toplist13, Drama"
600,8364,"dvd, Horror, Thriller"
601,8415,"toplist13, Adventure, Drama"
602,8421,"toplist13, Drama, Romance"
603,8424,"toplist13, hijacking, ocean, pirates, suspense, Adventure, Drama, Thriller, IMAX"
604,8440,"toplist13, Drama"
605,8462,"toplist13, Drama"
606,8468,"toplist13, Crime, Drama"
607,8470,"toplist13, Drama, Romance, Sci-Fi"
608,8476,"toplist13, Comedy, Drama"
609,8486,"tivo, Documentary"
610,8573,"getdvd, Drama"
611,8579,"getdvd, Drama"
612,8580,"dvd, toplist14, Drama, Romance"
613,8587,"getdvd, Comedy"
614,8590,"toplist14, Comedy, Romance"
615,8604,"tivo, Drama"
616,8609,"toplist14, Comedy, Drama"
617,8611,"toplist14, Drama"
618,8620,"getdvd, toplist14, Drama, Horror, Thriller"
619,8621,"getdvd, Drama"
620,8622,"toplist14, determination, devotion, music, Drama"
621,8623,"toplist14, Drama, Thriller"
622,8637,"toplist14, Action, Adventure, Sci-Fi"
623,8642,"getdvd, Comedy, Drama"
624,8671,"getdvd, Documentary"
625,8673,"toplist14, Drama"
626,8674,"getdvd, Drama, Romance, Thriller"
627,8679,"toplist14, Action, War"
628,8689,"tcm, Children, Drama"
629,8700,"toplist14, Crime, Drama, Thriller"
630,8705,"toplist15, Drama, Sci-Fi, Thriller"
631,8711,"toplist14, Drama"
632,8718,"toplist14, Drama, Thriller, War"
633,8731,"toplist14, Drama, Romance"
634,8752,"getdvd, toplist14, Drama"
635,8755,"getdvd, toplist14, Horror, Romance, Thriller"
636,8782,"getdvd, toplist15, Action, Adventure, Sci-Fi, Thriller"
637,8793,"tivo, Comedy"
638,8794,"tivo, Drama"
639,8806,"tivo, toplist15, Drama, Romance"
640,8807,"toplist15, Drama"
641,8810,"tivo, Comedy, Documentary"
642,8819,"getdvd, Comedy"
643,8820,"tivo, Drama, Thriller"
644,8823,"tivo, Comedy, Documentary, Drama"
645,8824,"toplist15, Western"
646,8825,"getdvd, Drama, Mystery, Romance"
647,8828,"toplist15, Drama"
648,8869,"tivo, Drama"
649,8876,"tivo, Documentary"
650,8881,"dvd, Drama"
651,8882,"tivo, (no genres listed)"
652,8885,"getdvd, Comedy, Drama"
653,8896,"toplist15, Drama, Romance"
654,8897,"getdvd, Comedy, Romance, Sci-Fi"
655,8902,"toplist15, Adventure, Drama, Sci-Fi"
656,8912,"getdvd, toplist15, Documentary"
657,8913,"toplist15, Drama"
658,8944,"toplist15, Documentary"
659,8958,"toplist15, Adventure, Drama"
660,8961,"tivo, Action, Drama"
661,8968,"toplist15, Drama"
662,8975,"tivo, Drama"
663,8976,"tivo, Crime, Thriller"
664,8998,"toplist15, Drama"
665,9009,"toplist15, Thriller"
666,9016,"toplist15, Drama, Thriller"
667,9021,"bkk, Horror"
668,9034,"toplist15, Drama"
669,9045,"tivo, Drama"
670,9046,"toplist15, Drama"
671,9075,"bkk, Drama, Horror, Mystery"
672,9080,"toplist16, Drama"
673,9091,"bkk, Drama, Romance, Thriller"
674,9109,"bkk, Drama, Thriller"
675,9112,"getdvd, Documentary"
676,9113,"bkk, Crime, Drama"
677,9121,"bkk, Action, Adventure, Fantasy, Sci-Fi"
678,9122,"toplist16, Documentary"
679,9123,"tivo, Comedy"
680,9124,"tivo, Documentary"
681,8953,"found footage, survival horror, Horror, Thriller"
682,6481,"Michael Mann, Action, Crime, Drama, Thriller"
683,7164,"honest, Comedy, Drama, Romance"
684,7683,"alex pettyfer, Drama, Fantasy, Romance"
685,8584,"revenge, vengeance, Thriller"
686,8601,"femme-fatale, gritty, low-budget, Action, Horror"
687,9032,"gay, Drama"
688,8921,"meaning of life, philosophical, sci-fi, Action, Mystery, Sci-Fi, Thriller"
